label,uri,types,vocabulary,domain,range,superproperty
Melding,https://data.vlaanderen.be/ns/melding#Melding,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/melding,,,
melding,https://data.vlaanderen.be/ns/vastgoed#melding,http://www.w3.org/2000/01/rdf-schema#Property,,,,
Melding Body,https://data.vlaanderen.be/ns/melding#MeldingBody,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/melding,,,
meldingsapplicatie,http://fixme.com#meldingsapplicatie,http://www.w3.org/2000/01/rdf-schema#Property,,,,
meldingsapplicatie,https://data.vlaanderen.be/ns/melding#meldingsapplicatie,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/melding,,,https://www.w3.org/ns/activitystreams#generator
Meldingsobject,https://data.vlaanderen.be/ns/melding#Meldingsobject,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/melding,,,
Meldingsobject Attribuut,https://data.vlaanderen.be/ns/melding#MeldingsobjectAttribuut,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/melding,,,
meldingstype,http://www.w3.org/ns/oa#motivatedBy,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
meldingstype,http://fixme.com#meldingstype,http://www.w3.org/2000/01/rdf-schema#Property,,,,
meldingtype,https://data.vlaanderen.be/ns/vastgoed#meldingtype,http://www.w3.org/2000/01/rdf-schema#Property,,,,
Mensgemaakt Kenmerk,http://www.cidoc-crm.org/cidoc-crm/E25_Man-Made_Feature,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Mensgemaakt Object,http://www.cidoc-crm.org/cidoc-crm/E22_Man-Made_Object,http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Merk,https://schema.org/Brand,http://www.w3.org/2000/01/rdf-schema#Class,,,,
merk,https://data.vlaanderen.be/ns/mobiliteit/vervoersknooppunten#merk,http://www.w3.org/2000/01/rdf-schema#Property,,,,
mesure,https://data.vlaanderen.be/ns/generiek#DirectePositie.opmeting,http://www.w3.org/2000/01/rdf-schema#Property,,,,
mesure,https://data.vlaanderen.be/ns/generiek#Geometrie.opmeting,http://www.w3.org/2000/01/rdf-schema#Property,,,,
metadata,http://def.isotc211.org/iso19156/2011/Observation#OM_Observation.metadata,http://www.w3.org/2000/01/rdf-schema#Property,,,,
metadata,https://data.vlaanderen.be/ns/sensoren-en-bemonstering#Observatieverzameling.metadata,http://www.w3.org/2000/01/rdf-schema#Property,,,,
metadata,http://def.isotc211.org/iso19156/2011/Observation#OM_Observation.metadata,http://www.w3.org/2000/01/rdf-schema#Property,,,,
metadata,https://data.vlaanderen.be/ns/sensoren-en-bemonstering#Observatieverzameling.metadata,http://www.w3.org/2000/01/rdf-schema#Property,,,,
metadata,https://purl.eu/ns/air-and-water/core#ObservationCollection.metadata,http://www.w3.org/2000/01/rdf-schema#Property,,,,
metadata-dcat,https://data.vlaanderen.be/ns/metadata-dcat,http://www.w3.org/2002/07/owl#Ontology,,,,
metadata-dcat,https://data.vlaanderen.be/ns/metadata-dcat,http://www.w3.org/2002/07/owl#Ontology,,,,
metertype,https://data.vlaanderen.be/ns/nutsvoorzieningen/meters#metertype,http://www.w3.org/2000/01/rdf-schema#Property,,,,
method,https://data.vlaanderen.be/ns/nutsvoorzieningen#Opmeting.methode,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/generiek#Opmeting,http://www.w3.org/2004/02/skos/core#Concept,
methode,https://data.vlaanderen.be/ns/generiek#Opmeting.methode,http://www.w3.org/2000/01/rdf-schema#Property,,,,
methode,https://data.vlaanderen.be/ns/grondboringen#methode,http://www.w3.org/2000/01/rdf-schema#Property,,,,
methode,https://data.vlaanderen.be/ns/sonderingen#methode,http://www.w3.org/2000/01/rdf-schema#Property,,,,
methode,https://data.vlaanderen.be/ns/gebouw#methode,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/gebouw,https://data.vlaanderen.be/ns/gebouw#2DGebouwgeometrie,http://www.w3.org/2004/02/skos/core#Concept,
methode,https://data.vlaanderen.be/ns/generiek#methode,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/generiek,https://data.vlaanderen.be/ns/generiek#GeografischePositie,http://www.w3.org/2004/02/skos/core#Concept,
methode,https://data.vlaanderen.be/ns/nutsvoorzieningen#Opmeting.methode,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/generiek#Opmeting,http://www.w3.org/2004/02/skos/core#Concept,
methode,https://data.vlaanderen.be/ns/perceel#methode,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/perceel,https://data.vlaanderen.be/ns/perceel#RuimtelijkeEenheidGeometrie,http://www.w3.org/2004/02/skos/core#Concept,
méthode,https://data.vlaanderen.be/ns/nutsvoorzieningen#Opmeting.methode,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/generiek#Opmeting,http://www.w3.org/2004/02/skos/core#Concept,
methode wegsegmentgeometrie,https://data.vlaanderen.be/ns/weg#methodeWegsegmentgeometrie,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/weg,https://data.vlaanderen.be/ns/weg#Wegsegment,http://www.w3.org/2004/02/skos/core#Concept,
methodeVerzadiging,https://data.vlaanderen.be/ns/sonderingen#methodeVerzadiging,http://www.w3.org/2000/01/rdf-schema#Property,,,,
Meting,http://www.cidoc-crm.org/cidoc-crm/E16_Measurement,http://www.w3.org/2000/01/rdf-schema#Class,,,,
meting,http://www.cidoc-crm.org/cidoc-crm/P39i_was_measured_by,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
middelijn geometrie,https://data.vlaanderen.be/ns/weg#middellijnGeometrie,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/weg,https://data.vlaanderen.be/ns/weg#Wegsegment,http://www.opengis.net/ont/sf#LineString,
middelijngeometrie,https://data.vlaanderen.be/ns/netwerk#Link.geometriemiddellijn,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Milieuklasse,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Milieuklasse,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/slimme-stadsdistributie,,,
milieuklasse,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Resource.milieuklasse,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/slimme-stadsdistributie,https://data.vlaanderen.be/ns/mobiliteit/trips-en-aanbod#Resource,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Milieuklasse,
minimaal volgtijdinterval,https://purl.eu/ns/mobility/timetables-and-planning#minimumHeadwayInterval,http://www.w3.org/2000/01/rdf-schema#Property,,,,
minimum score,http://data.europa.eu/snb/model/elm/minScore,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Mobiliteit,https://data.vlaanderen.be/ns/mobiliteit,http://www.w3.org/2002/07/owl#Ontology,,,,
mobiliteitsbudget,https://data.vlaanderen.be/ns/mobiliteitsbudget,http://www.w3.org/2002/07/owl#Ontology,,,,
Mobiliteitsbudget,https://data.vlaanderen.be/ns/mobiliteitsbudget#Mobiliteitsbudget,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/mobiliteitsbudget,,,
mobiliteitsbudget,https://data.vlaanderen.be/ns/mobiliteitsbudget,http://www.w3.org/2002/07/owl#Ontology,,,,
mobiliteitsbudget,https://data.vlaanderen.be/ns/mobiliteitsbudget#mobiliteitsbudget,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/mobiliteitsbudget,https://data.vlaanderen.be/ns/mobiliteitsbudget#Consumptie,https://data.vlaanderen.be/ns/mobiliteitsbudget#Mobiliteitsbudget,
mobiliteitsbudget,https://data.vlaanderen.be/ns/mobiliteitsbudget#mobiliteitsbudget,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/mobiliteitsbudget,https://data.vlaanderen.be/ns/mobiliteitsbudget#Voorwaarde,https://data.vlaanderen.be/ns/mobiliteitsbudget#Mobiliteitsbudget,
MobiliteitsbudgetType,https://data.vlaanderen.be/ns/mobiliteitsbudget#MobiliteitsbudgetType,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/mobiliteitsbudget,,,
mobiliteitsdienst,https://data.vlaanderen.be/ns/mobiliteitsbudget#mobiliteitsdienst,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/mobiliteitsbudget,https://data.vlaanderen.be/ns/mobiliteitsbudget#Voorwaarde,https://data.vlaanderen.be/ns/mobiliteit/trips-en-aanbod#Mobiliteitsdienst,
mobiliteitsdienst,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Mobiliteitsvergunning.mobiliteitsdienst,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/slimme-stadsdistributie,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Mobiliteitsvergunning,https://data.vlaanderen.be/ns/mobiliteit/trips-en-aanbod#Mobiliteitsdienst,
Mobiliteitshinder,https://data.vlaanderen.be/ns/mobiliteit#Mobiliteitshinder,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/mobiliteit,,,
Mobiliteitshindergevolg,https://data.vlaanderen.be/ns/mobiliteit#Mobiliteitshindergevolg,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/mobiliteit,,,
Mobiliteitsmaatregel,https://data.vlaanderen.be/ns/mobiliteit#Mobiliteitsmaatregel,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/mobiliteit,,,
Mobiliteitsvergunning,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Mobiliteitsvergunning,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/slimme-stadsdistributie,,,
Mobility,https://data.vlaanderen.be/ns/mobiliteit,http://www.w3.org/2002/07/owl#Ontology,,,,
Mobility Hindrance,https://data.vlaanderen.be/ns/mobiliteit#Mobiliteitshinder,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/mobiliteit,,,
Mobility Measure,https://data.vlaanderen.be/ns/mobiliteit#Mobiliteitsmaatregel,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/mobiliteit,,,
MobilityServiceType,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
mobiscore,https://data.vlaanderen.be/ns/cultuur-en-jeugd/infrastructuur#Bereikbaarheid.mobiscore,http://www.w3.org/2000/01/rdf-schema#Property,,,,
model,https://saref.etsi.org/core/hasModel,http://www.w3.org/2000/01/rdf-schema#Property,,,,
model,https://data.vlaanderen.be/ns/nutsvoorzieningen/meters#model,http://www.w3.org/2000/01/rdf-schema#Property,,,,
model,https://saref.etsi.org/core/hasModel,http://www.w3.org/2000/01/rdf-schema#Property,,,,
mogelijke route,https://data.vlaanderen.be/ns/mobiliteit/trips-en-aanbod#mogelijkeRoute,http://www.w3.org/2000/01/rdf-schema#Property,,,,
mogelijke waarden,http://fixme.com#mogelijkeWaarden,http://www.w3.org/2000/01/rdf-schema#Property,,,,
mogelijke waarden,https://data.vlaanderen.be/ns/melding#mogelijkeWaarden,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/melding,,,
Moment,https://data.vlaanderen.be/ns/statistiek#Moment,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/statistiek,,,
Monster,https://data.vlaanderen.be/ns/observaties-en-metingen#Monstervoorbereiding.monster,http://www.w3.org/2000/01/rdf-schema#Property,,,,
monstertype,http://def.isotc211.org/iso19156/2011/Specimen#SF_Specimen.specimenType,http://www.w3.org/2000/01/rdf-schema#Property,,,,
monstertype,https://data.vlaanderen.be/ns/bodem#monstertype,http://www.w3.org/2000/01/rdf-schema#Property,,,,
monstertype,https://data.vlaanderen.be/ns/grondboringen#monstertype,http://www.w3.org/2000/01/rdf-schema#Property,,,,
montagetype,http://purl.org/dc/terms/type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
montagetype,https://data.vlaanderen.be/ns/mobiliteit#montagetype,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/mobiliteit,https://data.vlaanderen.be/ns/mobiliteit#Bevestiging,http://www.w3.org/2004/02/skos/core#Concept,
morfologische wegklasse,https://data.vlaanderen.be/ns/weg#morfologischeWegklasse,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/weg,https://data.vlaanderen.be/ns/weg#Wegsegment,http://www.w3.org/2004/02/skos/core#Concept,
motivatie,https://data.vlaanderen.be/ns/vastgoed#motivatie,http://www.w3.org/2000/01/rdf-schema#Property,,,,
motivation,http://data.vlaanderen.be/ns/besluit#motivering,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,http://data.vlaanderen.be/ns/besluit,http://data.vlaanderen.be/ns/besluit#Besluit,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,
motiveerde,http://data.europa.eu/eli/eli-draft-legislation-ontology#motivated,http://www.w3.org/2000/01/rdf-schema#Property,,,,
motivering,http://data.vlaanderen.be/ns/besluit#motivering,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,http://data.vlaanderen.be/ns/besluit,http://data.vlaanderen.be/ns/besluit#Besluit,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,
motivering,https://data.vlaanderen.be/ns/slimmeraadpleegomgeving#motivering,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/slimmeraadpleegomgeving,https://data.vlaanderen.be/ns/slimmeraadpleegomgeving#InitiatiefrechtVraag,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,
municipality name,https://data.vlaanderen.be/ns/adres#gemeentenaam,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/adres,http://www.w3.org/ns/locn#Address,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,http://www.w3.org/ns/locn#postName
Munteenheid,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
munteenheid,http://data.europa.eu/snb/model/elm/unit,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
n,https://data.vlaanderen.be/ns/bo-observaties#n,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,http://data.europa.eu/snb/model/elm/schemeName,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,http://purl.org/dc/elements/1.1/title,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,http://purl.org/dc/terms/title,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,http://schema.org/name,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,http://www.w3.org/ns/regorg#legalName,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,http://xmlns.com/foaf/0.1/name,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://schema.org/name,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,http://def.isotc211.org/iso19156/2011/Observation#NamedValue.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,http://www.w3.org/ns/locn#geographicName,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://data.vlaanderen.be/ns/RuimtelijkPlannen#naam,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://data.vlaanderen.be/ns/bo-interpretaties#naam,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://data.vlaanderen.be/ns/bodem#naam,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://data.vlaanderen.be/ns/cultuur-en-jeugd/infrastructuur#Infrastructuur.naam,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://data.vlaanderen.be/ns/grondwatermeetnet#naam,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://data.vlaanderen.be/ns/lokale-economie#naam,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://data.vlaanderen.be/ns/organisatie#voorkeursnaam,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://data.vlaanderen.be/ns/vastgoed#naam,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#Country.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#DayType.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#DayTypeAssignment.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#GroupOfLines.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#GroupOfStopPlaces.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#JourneyPattern.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#Level.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#Line.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#Network.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#OperatingDay.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#OperatingPeriod.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#Point.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#PropertyOfDay.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#Route.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#RouteLink.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#ScheduledStopPoint.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#ServiceCalendar.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#ServiceLink.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#TopographicPlace.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#VehicleType.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#Via.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://purl.eu/ns/mobility/timetables-and-planning#name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
naam,https://data.vlaanderen.be/ns/adres#naam,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/adres,https://data.vlaanderen.be/ns/adres#Adreslocator,https://data.vlaanderen.be/ns/adres#Locatienaam,
naam,https://data.vlaanderen.be/ns/cultuurparticipatie#Kanaal.naam,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Kanaal,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,
naam,https://data.vlaanderen.be/ns/cultuurparticipatie#Realisator.naam,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Realisator,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,
naam,https://data.vlaanderen.be/ns/mobiliteitsbudget#naam,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/mobiliteitsbudget,https://data.vlaanderen.be/ns/mobiliteitsbudget#Mobiliteitsbudget,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,
naamruimte,https://data.vlaanderen.be/ns/generiek#naamruimte,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/generiek,https://data.vlaanderen.be/ns/generiek#GestructureerdeIdentificator,http://www.w3.org/2001/XMLSchema#string,
nabije topografische plaats,https://purl.eu/ns/mobility/timetables-and-planning#nearTopographicPlace,http://www.w3.org/2000/01/rdf-schema#Property,,,,
name,http://purl.org/dc/elements/1.1/title,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
name,http://purl.org/dc/terms/title,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
name,http://def.isotc211.org/iso19156/2011/Observation#NamedValue.name,http://www.w3.org/2000/01/rdf-schema#Property,,,,
nationaal systeem,http://data.europa.eu/snb/model/elm/educationalSystemNote,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Nationale Weg,https://data.vlaanderen.be/ns/weg#NationaleWeg,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/weg,,,
nationale wegnummer,https://data.vlaanderen.be/ns/weg#nationaleWegnummer,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/weg,https://data.vlaanderen.be/ns/weg#NationaleWeg,http://www.w3.org/2001/XMLSchema#string,
Nationaliteit,https://data.vlaanderen.be/ns/persoon#Nationaliteit,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/persoon,,,
nationaliteit,https://data.vlaanderen.be/ns/cultuurparticipatie#Persoon.nationaliteit,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/cultuurparticipatie,http://www.w3.org/ns/person#Person,http://www.w3.org/2001/XMLSchema#string,
nationaliteit,https://data.vlaanderen.be/ns/persoon#nationaliteit,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/persoon,https://data.vlaanderen.be/ns/persoon#Nationaliteit,https://data.vlaanderen.be/ns/persoon#Nationaliteitscode,
nauwkeurigheid,https://data.vlaanderen.be/ns/openbaardomein#nauwkeurigheid,http://www.w3.org/2000/01/rdf-schema#Property,,,,
nauwkeurigheid,https://data.vlaanderen.be/ns/nutsvoorzieningen#nauwkeurigheid,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/generiek#Opmeting,http://def.isotc211.org/iso19157/2013/DataQuality_2#DQ_PositionalAccuracy,
nauwkeurigheid van opmeting,https://data.vlaanderen.be/ns/weg#nauwkeurigheidVanOpmeting,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/weg,https://data.vlaanderen.be/ns/weg#Wegbreedte,,
neemt deel aan,https://data.vlaanderen.be/ns/cultuurparticipatie#Participant.neemtDeelAan,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Participant,http://www.cidoc-crm.org/cidoc-crm/E7_Activity,
neergelegdBij,https://data.vlaanderen.be/ns/financiele-rapportering#Neerlegging.neergelegdBij,http://www.w3.org/2000/01/rdf-schema#Property,,,,
neonatale,https://data.vlaanderen.be/ns/gezondheidstoestand#Geboortetoestand.neonatale,http://www.w3.org/2000/01/rdf-schema#Property,,,,
netAreaRatio,https://data.vlaanderen.be/ns/sonderingen#netAreaRatio,http://www.w3.org/2000/01/rdf-schema#Property,,,,
netto bruikbare oppervlakte,https://data.vlaanderen.be/ns/cultuur-en-jeugd/infrastructuur#Gebouw.nettoBruikbareOppervlakte,http://www.w3.org/2000/01/rdf-schema#Property,,,,
nettoGestortLoon,https://data.vlaanderen.be/ns/loongegevens#nettoGestortLoon,http://www.w3.org/2000/01/rdf-schema#Property,,,,
nettoloon,https://data.vlaanderen.be/ns/loongegevens#nettoloon,http://www.w3.org/2000/01/rdf-schema#Property,,,,
netwerk,https://data.vlaanderen.be/ns/netwerk,http://www.w3.org/2002/07/owl#Ontology,,,,
Netwerk,https://data.vlaanderen.be/ns/netwerk#Netwerk,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/netwerk,,,
netwerk,https://data.vlaanderen.be/ns/netwerk#inNetwerk,http://www.w3.org/2000/01/rdf-schema#Property,,,,
netwerk,https://data.vlaanderen.be/ns/netwerk,http://www.w3.org/2002/07/owl#Ontology,,,,
