label,uri,types,vocabulary,domain,range,superproperty
geassocieerd met,https://data.vlaanderen.be/ns/nutsvoorzieningen#geassocieerdMet,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#Annotatie,http://www.w3.org/ns/prov#Entity,
geassocieerd nationaal beroep,http://data.europa.eu/snb/model/elm/limitNationalOccupation,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geassocieerdBemonsteringsobject,http://def.isotc211.org/iso19156/2011/SamplingFeature#SamplingFeatureComplex.relatedSamplingFeature,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geassocieerde ESCO vaardigheid,http://data.europa.eu/snb/model/elm/relatedESCOSkill,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geassocieerde inlichting,https://data.vlaanderen.be/ns/vastgoed#geassocieerdeInlichting,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geassocieerde vaardigheid,http://data.europa.eu/snb/model/elm/relatedSkill,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geassocieerdeObservatie,http://def.isotc211.org/iso19156/2011/Observation#ObservationContext.relatedObservation,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geassocieerdeSchuifweerstandsproef,https://data.vlaanderen.be/ns/bo-observaties#gassocieerdeSchuifweerstandsproef,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geassocieerdeSchuifweerstandsproef,https://data.vlaanderen.be/ns/bo-observaties#geassocieerdeSchuifweerstandsproef,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geassocieerdMet,https://data.vlaanderen.be/ns/financiele-rapportering#Concept.geassocieerdMet,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geassocieerdMet,https://data.vlaanderen.be/ns/financiele-rapportering#Dimensieconcept.geassocieerdMet,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geassocieerdMet,https://data.vlaanderen.be/ns/financiele-rapportering#FinancieelRapport.geassocieerdMet,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebeurt na,http://data.vlaanderen.be/ns/besluit#gebeurtNa,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,http://data.vlaanderen.be/ns/besluit,http://data.vlaanderen.be/ns/besluit#BehandelingVanAgendapunt,http://data.vlaanderen.be/ns/besluit#BehandelingVanAgendapunt,http://purl.org/dc/terms/relation
Gebeurtenis,http://data.europa.eu/m8g/Event,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Gebeurtenis,http://www.cidoc-crm.org/cidoc-crm/E5_Event,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Gebeurtenis,https://schema.org/Event,http://www.w3.org/2000/01/rdf-schema#Class,,,,
gebeurtenis,https://data.vlaanderen.be/ns/omgevingsvergunning#gebeurtenis,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/omgevingsvergunning,https://data.vlaanderen.be/ns/omgevingsvergunning#VaststellingVergundeToestand,https://data.vlaanderen.be/ns/omgevingsvergunning#JuridischeGebeurtenis,
Gebeurtenisdatum,https://data.vlaanderen.be/ns/generiek#Gebeurtenisdatum,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/generiek,,,
Geboorte,https://data.vlaanderen.be/ns/persoon#Geboorte,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/persoon,,,
geboortedatum,http://data.europa.eu/m8g/birthDate,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geboortedatum,http://fixme.com#Persoon.geboortedatum,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geboortedatum,http://xmlns.com/foaf/0.1/birthday,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geboortedatum,https://data.vlaanderen.be/ns/loongegevens#Persoon.geboortedatum,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geboortedatum,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen#Persoon.geboortedatum,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen,http://www.w3.org/ns/person#Person,http://www.w3.org/2001/XMLSchema#dateTime,
geboortedatum,https://data.vlaanderen.be/ns/cultuurparticipatie#Persoon.geboortedatum,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/cultuurparticipatie,http://www.w3.org/ns/person#Person,http://www.w3.org/2001/XMLSchema#dateTime,
geboortejaar,https://data.vlaanderen.be/ns/persoon#/geboortejaar,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geboortenaam,http://www.w3.org/ns/person#birthName,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geboorteplaats,http://www.w3.org/ns/person#placeOfBirth,http://www.w3.org/2000/01/rdf-schema#Property,,,,
Gebouw,https://data.vlaanderen.be/ns/gebouw#Gebouw,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/gebouw,,,
Gebouw,https://data.vlaanderen.be/ns/gebouw,http://www.w3.org/2002/07/owl#Ontology,,,,
gebouw,https://data.vlaanderen.be/ns/vastgoed#gebouw,http://www.w3.org/2000/01/rdf-schema#Property,,,,
Gebouweenheid,https://data.vlaanderen.be/ns/gebouw#Gebouweenheid,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/gebouw,,,
gebouweenheid,https://data.vlaanderen.be/ns/vastgoed#gebouweenheid,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebouweenheidstatus,https://data.vlaanderen.be/ns/gebouw#Gebouweenheid.status,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/gebouw,https://data.vlaanderen.be/ns/gebouw#Gebouweenheid,http://www.w3.org/2004/02/skos/core#Concept,
gebouwnaam,https://data.vlaanderen.be/ns/gebouw#gebouwnaam,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/gebouw,https://data.vlaanderen.be/ns/gebouw#Gebouw,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,
gebouwstatus,https://data.vlaanderen.be/ns/gebouw#Gebouw.status,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/gebouw,https://data.vlaanderen.be/ns/gebouw#Gebouw,http://www.w3.org/2004/02/skos/core#Concept,
gebruik,https://data.vlaanderen.be/ns/cultuur-en-jeugd/infrastructuur#Infrastructuur.gebruik,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruiker,https://data.vlaanderen.be/ns/cultuur-en-jeugd/infrastructuur#Beschikbaarheid.gebruiker,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruiker,https://data.vlaanderen.be/ns/cultuur-en-jeugd/infrastructuur#Faciliteit.gebruiker,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruiker,https://data.vlaanderen.be/ns/cultuur-en-jeugd/infrastructuur#Gebruik.gebruiker,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruiker,https://data.vlaanderen.be/ns/mobiliteit/trips-en-aanbod#gebruiker,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikersvoorwaarden,https://www.w3.org/2018/credentials#termsOfUse,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikmakend van,https://purl.eu/ns/mobility/timetables-and-planning#using,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikt,http://www.cidoc-crm.org/cidoc-crm/P126_employed,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikt,http://www.w3.org/ns/prov#used,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikt door,https://purl.eu/ns/mobility/timetables-and-planning#usedBy,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikt materiaal,http://www.cidoc-crm.org/cidoc-crm/P126_employed,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikt object,http://www.cidoc-crm.org/cidoc-crm/P16_used_specific_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikt object,https://data.vlaanderen.be/ns/cultuurparticipatie#Realisatie.gebruiktObject,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Realisatie,http://www.cidoc-crm.org/cidoc-crm/E70_Thing,
gebruikt specifiek object,http://www.cidoc-crm.org/cidoc-crm/P16_used_specific_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikte,http://www.w3.org/ns/prov#used,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikte algemene techniek,http://www.cidoc-crm.org/cidoc-crm/P32_used_general_technique,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikte medicatie,https://data.vlaanderen.be/ns/gezondheidstoestand#Gezondheidstoestand.gebruikteMedicatie,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikte medicatie,https://data.vlaanderen.be/ns/kindfiche#gebruikteMedicatie,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikte techniek,http://www.cidoc-crm.org/cidoc-crm/P32_used_general_technique,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikte voornaam,http://xmlns.com/foaf/0.1/givenName,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gebruikte voornaam,https://data.vlaanderen.be/ns/persoon#gebruikteVoornaam,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/persoon,http://www.w3.org/ns/person#Person,http://www.w3.org/2001/XMLSchema#string,http://xmlns.com/foaf/0.1/givenName
gebruikteProcedure,http://www.w3.org/ns/sosa/usedProcedure,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geclassificeerd,http://www.cidoc-crm.org/cidoc-crm/P41_classified,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geconsumeerd item,https://www.hl7.org/fhir/nutritionintake-definitions.html#NutritionIntake.consumedItem,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geconsumeerdDoor,https://data.vlaanderen.be/ns/mobiliteitsbudget#geconsumeerdDoor,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/mobiliteitsbudget,https://data.vlaanderen.be/ns/mobiliteitsbudget#Consumptie,http://purl.org/dc/terms/Agent,
gecorrigeerd door,http://data.europa.eu/eli/ontology#corrected_by,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gecureerd bij,http://www.cidoc-crm.org/cidoc-crm/P147i_was_curated_by,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Gecureerde Collectie,http://www.cidoc-crm.org/cidoc-crm/E78_Collection,http://www.w3.org/2000/01/rdf-schema#Class,,,,
gedekt door,https://purl.eu/ns/mobility/timetables-and-planning#coveredBy,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gedeployedDoor,https://data.vlaanderen.be/ns/nutsvoorzieningen/meters#InbouwDoor,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gedocumenteerd door,https://data.vlaanderen.be/ns/gezondheidstoestand#MedischeObservatie.gedocumenteerdDoor,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gedocumenteerd door,https://data.vlaanderen.be/ns/overlijdensaangifte#FoetaalOverlijden.gedocumenteerdDoor,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geeft aanleiding tot,http://www.w3.org/ns/prov#generated,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geeft aanleiding tot,https://data.vlaanderen.be/ns/mobiliteit#Inname.geeftAanleidingTot,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/mobiliteit,https://data.vlaanderen.be/ns/mobiliteit#Inname,https://data.vlaanderen.be/ns/mobiliteit#Samenwerkingsaanvraag,
geeft aanleiding tot,https://data.vlaanderen.be/ns/mobiliteit#Project.geeftAanleidingTot,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/mobiliteit,https://data.vlaanderen.be/ns/mobiliteit#Project,https://data.vlaanderen.be/ns/mobiliteit#Samenwerkingsaanvraag,
geeft recht op,http://data.europa.eu/snb/model/elm/entitledBy,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geeft recht op,http://data.europa.eu/snb/model/elm/entitlesTo,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geeft recht op,https://data.vlaanderen.be/ns/cultuurparticipatie#geefrechtop,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geeftWaardeAan,http://data.europa.eu/m8g/providesValueFor,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geëindigd op tijdstip,http://www.w3.org/ns/prov#endedAtTime,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Geen Inwoner,https://data.vlaanderen.be/ns/persoon#GeenInwoner,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/persoon,,,
gegenereerdeObservatie,https://data.vlaanderen.be/ns/observaties-en-metingen#gegenereerdeObservatie,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gegeven naam,http://xmlns.com/foaf/0.1/givenName,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gegeven op,https://data.vlaanderen.be/ns/toestemming#gegevenOp,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/toestemming,https://data.vlaanderen.be/ns/toestemming#Toestemming,http://www.w3.org/2001/XMLSchema#date,
gegeven voor,https://data.vlaanderen.be/ns/toestemming#gegevenVoor,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/toestemming,https://data.vlaanderen.be/ns/toestemming#Toestemming,https://data.vlaanderen.be/ns/toestemming#Verwerkingsactiviteit,
gegevenNaam,http://xmlns.com/foaf/0.1/givenName,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geheel,https://data.vlaanderen.be/ns/nutsvoorzieningen#geheel,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#Annotatie,https://data.vlaanderen.be/ns/nutsvoorzieningen#Annotatie,
geheim,http://data.vlaanderen.be/ns/besluit#geheim,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,http://data.vlaanderen.be/ns/besluit,http://data.vlaanderen.be/ns/besluit#Stemming,http://www.w3.org/2001/XMLSchema#boolean,
gehostDoor,http://www.w3.org/ns/sosa/isHostedBy,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gehostDoor,http://www.w3.org/ns/sosa/isHostedBy,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gehostPlatform,http://def.isotc211.org/iso19156/2011/SpatialSamplingFeature#SF_SpatialSamplingFeature.hostedProcedure,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geïmplementeerdDoor,http://www.w3.org/ns/ssn/implementedBy,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geïmplementeerdMet,http://www.w3.org/ns/ssn/implementedBy,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geïmplementeerdMet,http://www.w3.org/ns/ssn/implementedBy,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gekende taal,https://schema.org/knowsLanguage,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gekozen route,https://data.vlaanderen.be/ns/mobiliteit/trips-en-aanbod#gekozenRoute,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gekwalificeerde creatie,http://www.w3.org/ns/prov#qualifiedGeneration,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gekwalificeerde opheffing,http://www.w3.org/ns/prov#qualifiedInvalidation,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Geldbedrag,https://schema.org/MonetaryAmount,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldbedrag,https://schema.org/MonetaryAmount,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldig,http://purl.org/dc/terms/valid,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldig bij,http://data.europa.eu/snb/model/elm/limitOrganisation,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldig binnen,http://data.europa.eu/snb/model/elm/limitJurisdiction,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldig tot,http://schema.org/validThrough,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldig tot,https://www.w3.org/2018/credentials#validUntil,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldig tot,https://schema.org/validThrough,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldig van,http://schema.org/validFrom,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldig van,https://www.w3.org/2018/credentials#validFrom,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldig van,https://schema.org/validFrom,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldige dagbits,https://purl.eu/ns/mobility/timetables-and-planning#validDayBits,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldigeTijd,http://def.isotc211.org/iso19156/2011/Observation#OM_Observation.validTime,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldigheid,http://purl.org/dc/terms/valid,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldigheid,https://data.vlaanderen.be/ns/RuimtelijkPlannen#geldigheid,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldigheid,https://data.vlaanderen.be/ns/vastgoed#geldigheid,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldigheid,https://data.vlaanderen.be/ns/cultuurparticipatie#Ticket.geldigheid,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Ticket,http://data.europa.eu/m8g/PeriodOfTime,
geldigheidsduur,https://www.w3.org/2006/time#ProperInterval,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldigheidsperiode,http://purl.org/dc/elements/1.1/date,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldigheidsperiode,http://purl.org/dc/terms/date,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldigheidsperiode,https://data.vlaanderen.be/ns/perceel#geldigheidperiode,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldigheidsperiode,https://data.vlaanderen.be/ns/vastgoed#geldigheid,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldigheidsperiode,https://semiceu.github.io/CCCEV/releases/2.00/#Period%20of%20Time,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldigheidsperiode,https://www.w3.org/2006/time#ProperInterval,http://www.w3.org/2000/01/rdf-schema#Property,,,,
geldigheidsperiode,https://data.vlaanderen.be/ns/perceel#geldigheidsperiode,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/perceel,http://www.w3.org/2000/01/rdf-schema#Resource,http://data.europa.eu/m8g/PeriodOfTime,
geldigheidsperiode,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen#geldigheidsperiode,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen#Erkenning,http://data.europa.eu/m8g/PeriodOfTime,
geldigheidsperiode,https://data.vlaanderen.be/ns/weg#geldigheidsperiode,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/weg,https://data.vlaanderen.be/ns/weg#Rijrichting,http://purl.org/dc/terms/PeriodOfTime,
geldigheidsperiodeErkenning,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen#geldigheidsperiodeErkenning,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen#Erkenningsaanvraag,http://data.europa.eu/m8g/PeriodOfTime,
geldigTot,https://data.vlaanderen.be/ns/nutsvoorzieningen#geldigTot,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#Nutsvoorzieningnetwerkelement,http://www.w3.org/2001/XMLSchema#dateTime,
geldigVan,https://data.vlaanderen.be/ns/nutsvoorzieningen#geldigVan,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#Nutsvoorzieningnetwerkelement,http://www.w3.org/2001/XMLSchema#dateTime,
geldsom,https://data.vlaanderen.be/ns/bestuurlijk-sanctieregister#geldsom,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gelegen in,https://purl.eu/ns/mobility/timetables-and-planning#locatedIn,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gelinkt aan,https://data.vlaanderen.be/ns/overlijdensaangifte#Doodsoorzaak.gelinktAan,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gelinkt aan,https://data.vlaanderen.be/ns/overlijdensaangifte#GeassocieerdeOorzaak.gelinktAan,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gelinkt met,http://www.w3.org/ns/org#linkedTo,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gelinkt met (source),http://www.w3.org/ns/org#linkedTo,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gelinkt met (target),http://www.w3.org/ns/org#linkedTo,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gemaakt met,https://purl.eu/ns/mobility/timetables-and-planning#ServiceJourney.madeUsing,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gemaakt met,https://purl.eu/ns/mobility/timetables-and-planning#VehicleJourney.madeUsing,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gemaakt met,https://purl.eu/ns/mobility/timetables-and-planning#madeUsing,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gemaaktDoor,http://purl.org/dc/terms/creator,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Gemeente,https://data.vlaanderen.be/ns/generiek#Gemeente,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/generiek,,,
gemeente,https://data.vlaanderen.be/ns/overlijdensaangifte#Wilsbeschikking.gemeente,http://www.w3.org/2000/01/rdf-schema#Property,,,,
Gemeentenaam,https://data.vlaanderen.be/ns/adres#Gemeentenaam,http://www.w3.org/2002/07/owl#Class|http://www.w3.org/2000/01/rdf-schema#Class,https://data.vlaanderen.be/ns/adres,,,
gemeentenaam,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gemeentenaam,http://data.vlaanderen.be/ns/adres#gemeentenaam,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gemeentenaam,https://vocab.belgif.be/ns/address#municipalityName,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gemeentenaam,https://data.vlaanderen.be/ns/adres#gemeentenaam,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/adres,http://www.w3.org/ns/locn#Address,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,http://www.w3.org/ns/locn#postName
GEMET concept,http://data.vlaanderen.be/ns/metadata-dcat#GEMETconcept,http://www.w3.org/2000/01/rdf-schema#Property,,,,
GEMET concept,https://data.vlaanderen.be/ns/metadata-dcat#GEMETconcept,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/metadata-dcat,http://www.w3.org/ns/dcat#Dataset,http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/subject
gemeten,http://www.cidoc-crm.org/cidoc-crm/P39_measured,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gemeten entiteit,http://www.cidoc-crm.org/cidoc-crm/P39_measured,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
gemetenSondeerlengte,https://data.vlaanderen.be/ns/sonderingen#gemetenSondeerlengte,http://www.w3.org/2000/01/rdf-schema#Property,,,,
gemonitord,https://purl.eu/ns/mobility/timetables-and-planning#monitored,http://www.w3.org/2000/01/rdf-schema#Property,,,,
